group_faction	id_item_name	id_item_uiid	rate	range_min	range_max	expected_num	expected_gv
Forest	5* Chief	T4F4-54402	0.006			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Forest	5* Ent Elder	T4F4-54403	0.006			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Forest	5* Headstriker	T4F4-54404	0.006			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Forest	5* Thale	T4F4-54405	0.006			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Forest	5* Kargath	T4F4-54406	0.006			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Forest	5* The Grey-eyed	T4F4-54407	0.006			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Forest	5* Zekkis	T4F4-54408	0.006			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	4* Dark Hero Shard	T1F5-40025	0.2	10	10	=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	4* Light Hero Shard	T1F6-40026	0.2	10	10	=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	4* Darkness Fanella	T4F5-4501	0.046			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	4* Logan	T4F5-4502	0.046			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	4* Dark Spirit	T4F5-4503	0.047			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	4* Disciple	T4F6-4601	0.047			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	4* Fegan	T4F6-4602	0.047			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	4* Divine Spirit	T4F6-4603	0.047			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Hero Shard	T1XX-40002	0.28	7	15	=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Amuvor	T4F5-5503	0.00022			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Mihm	T4F5-5506	0.00022			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Aspen	T4F5-5507	0.00022			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Amen-Ra	T4F5-5508	0.00022			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Carrie	T4F5-5509	0.00023			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Faith Blade	T4F6-5604	0.00022			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Belrain	T4F6-5605	0.00022			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Aida	T4F6-5606	0.00022			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Tara	T4F6-5607	0.00023			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Dark Arthindol	T4F5-5502	0.00134			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Sleepless	T4F5-5504	0.00133			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Das Moge	T4F5-5505	0.00133			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Gerke	T4F6-5601	0.00133			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Asmodel	T4F6-5602	0.00134			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Michelle	T4F6-5603	0.00133			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Darkness Fanella	T4F5-54501	0.005			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Logan	T4F5-54502	0.005			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Dark Spirit	T4F5-54503	0.005			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Disciple	T4F6-54601	0.005			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Fegan	T4F6-54602	0.005			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
Dark / Light	5* Divine Spirit	T4F6-54603	0.005			=IF(RC[-2]>0,AVERAGE(RC[-2]:RC[-1]),1)	"=IFERROR(VLOOKUP(RC[-5],Items!C4:C8,5,0)*RC[-1]*RC[-4],"""")"
